GameSeed,GameName,Round,Event,Tick,Turn,PlayerCount,GameID,OrdinalPosition(Player-1 rank),OrdinalPosition(PlayerName-0),OrdinalPosition(Player-1),OrdinalPosition(Player-0),OrdinalPosition(Player-0 rank),OrdinalPosition(PlayerName-1),FinalScore(PlayerName-0),FinalScore(Player-1),FinalScore(Player-0),FinalScore(PlayerName-1),PlayerType(PlayerType-1),PlayerType(PlayerType-0),Winner(PlayerIdx)
309225253,TicTacToe,0,GAME_OVER,5,4,2,128,2,FirstAction,2,1,1,OSLA,FirstAction,-1.0,1.0,OSLA,OSLA,FirstAction,0
-211487773,TicTacToe,0,GAME_OVER,6,5,2,129,1,FirstAction,1,2,2,OSLA,FirstAction,1.0,-1.0,OSLA,OSLA,FirstAction,1
900850219,TicTacToe,0,GAME_OVER,6,5,2,130,1,FirstAction,1,2,2,OSLA,FirstAction,1.0,-1.0,OSLA,OSLA,FirstAction,1
656084288,TicTacToe,0,GAME_OVER,6,5,2,131,1,FirstAction,1,2,2,OSLA,FirstAction,1.0,-1.0,OSLA,OSLA,FirstAction,1
-654510776,TicTacToe,0,GAME_OVER,5,4,2,132,2,FirstAction,2,1,1,OSLA,FirstAction,-1.0,1.0,OSLA,OSLA,FirstAction,0
367540394,TicTacToe,0,GAME_OVER,5,4,2,133,2,FirstAction,2,1,1,OSLA,FirstAction,-1.0,1.0,OSLA,OSLA,FirstAction,0
157779522,TicTacToe,0,GAME_OVER,6,5,2,134,1,FirstAction,1,2,2,OSLA,FirstAction,1.0,-1.0,OSLA,OSLA,FirstAction,1
-742897131,TicTacToe,0,GAME_OVER,6,5,2,135,1,FirstAction,1,2,2,OSLA,FirstAction,1.0,-1.0,OSLA,OSLA,FirstAction,1
936541807,TicTacToe,0,GAME_OVER,5,4,2,136,2,FirstAction,2,1,1,OSLA,FirstAction,-1.0,1.0,OSLA,OSLA,FirstAction,0
1110959865,TicTacToe,0,GAME_OVER,6,5,2,137,1,FirstAction,1,2,2,OSLA,FirstAction,1.0,-1.0,OSLA,OSLA,FirstAction,1
-492937223,TicTacToe,0,GAME_OVER,5,4,2,138,2,FirstAction,2,1,1,OSLA,FirstAction,-1.0,1.0,OSLA,OSLA,FirstAction,0
-1127983648,TicTacToe,0,GAME_OVER,5,4,2,139,2,FirstAction,2,1,1,OSLA,FirstAction,-1.0,1.0,OSLA,OSLA,FirstAction,0
-650173733,TicTacToe,0,GAME_OVER,5,4,2,140,2,FirstAction,2,1,1,OSLA,FirstAction,-1.0,1.0,OSLA,OSLA,FirstAction,0
-1567683149,TicTacToe,0,GAME_OVER,5,4,2,141,2,FirstAction,2,1,1,OSLA,FirstAction,-1.0,1.0,OSLA,OSLA,FirstAction,0
968865470,TicTacToe,0,GAME_OVER,5,4,2,142,2,FirstAction,2,1,1,OSLA,FirstAction,-1.0,1.0,OSLA,OSLA,FirstAction,0
2002296535,TicTacToe,0,GAME_OVER,5,4,2,143,2,FirstAction,2,1,1,OSLA,FirstAction,-1.0,1.0,OSLA,OSLA,FirstAction,0
375451423,TicTacToe,0,GAME_OVER,5,4,2,144,2,FirstAction,2,1,1,OSLA,FirstAction,-1.0,1.0,OSLA,OSLA,FirstAction,0
-2103348381,TicTacToe,0,GAME_OVER,5,4,2,145,2,FirstAction,2,1,1,OSLA,FirstAction,-1.0,1.0,OSLA,OSLA,FirstAction,0
1342038375,TicTacToe,0,GAME_OVER,5,4,2,146,2,FirstAction,2,1,1,OSLA,FirstAction,-1.0,1.0,OSLA,OSLA,FirstAction,0
1400281323,TicTacToe,0,GAME_OVER,5,4,2,147,2,FirstAction,2,1,1,OSLA,FirstAction,-1.0,1.0,OSLA,OSLA,FirstAction,0
-96507681,TicTacToe,0,GAME_OVER,5,4,2,148,2,FirstAction,2,1,1,OSLA,FirstAction,-1.0,1.0,OSLA,OSLA,FirstAction,0
528391606,TicTacToe,0,GAME_OVER,5,4,2,149,2,FirstAction,2,1,1,OSLA,FirstAction,-1.0,1.0,OSLA,OSLA,FirstAction,0
580954778,TicTacToe,0,GAME_OVER,5,4,2,150,2,FirstAction,2,1,1,OSLA,FirstAction,-1.0,1.0,OSLA,OSLA,FirstAction,0
-638561184,TicTacToe,0,GAME_OVER,5,4,2,151,2,FirstAction,2,1,1,OSLA,FirstAction,-1.0,1.0,OSLA,OSLA,FirstAction,0
-41114663,TicTacToe,0,GAME_OVER,5,4,2,152,2,FirstAction,2,1,1,OSLA,FirstAction,-1.0,1.0,OSLA,OSLA,FirstAction,0
-380019667,TicTacToe,0,GAME_OVER,5,4,2,153,2,FirstAction,2,1,1,OSLA,FirstAction,-1.0,1.0,OSLA,OSLA,FirstAction,0
-1450633361,TicTacToe,0,GAME_OVER,5,4,2,154,2,FirstAction,2,1,1,OSLA,FirstAction,-1.0,1.0,OSLA,OSLA,FirstAction,0
640379295,TicTacToe,0,GAME_OVER,5,4,2,155,2,FirstAction,2,1,1,OSLA,FirstAction,-1.0,1.0,OSLA,OSLA,FirstAction,0
